NOME;CATEGORIA
LIZRED;ANTIBACTERIANOS PARA USO SIST�MICO + ANTIBIOTICOS SISTEMICOS SIMPLES + OUTROS ANTIBACTERIANOS + OUTROS ANTIBACTERIANOS PARA USO SIST�MICO
LIZRED;ANTIBIOTICOS SISTEMICOS SIMPLES
LIZZY;ANTICONCEPCIONAIS
LOBEAT;ANTI-HIPERTENSIVOS
LOBIVON;ANTI-HIPERTENSIVOS
LOCERYL;ANTIMICOTICOS PARA USO TOPICO
LODARZA HCT;AGENTES BETABLOQUEADORES E OUTROS ANTI-HIPERTENSIVOS
LODINA;MEDICAMENTOS COM ACAO NO APARELHO VISUAL
LOFERT;ANTICONCEPCIONAIS
LOJUXTA�;OUTROS AGENTES MODIFICADORES DE LIP�DEOS
LOKELMA;F�RMACOS PARA O TRATAMENTO DA HIPERCALEMIA E HIPERFOSFATEMIA + TODOS OS OUTROS PRODUTOS TERAP�UTICOS
LOMECAN;ANTIMICOTICOS PARA USO TOPICO
LOMFER;ANTIANEMICOS
LOMICINA;ANTINFECCIOSOS TOPICOS SIMPLES
LOMYTRAT;ANTIMICOTICOS PARA USO TOPICO
LONCORD;ANTIANGINOSOS E VASODILATADORES
LONGACTIL;NEUROLEPTICOS
LONIUM;ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS
LONQUEX;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE
LONSURF�;AGENTES ANTINEOPL�SICOS E IMUNOMODULADORES + AN�LOGOS DAS PIRIMIDINAS
LOPIGREL;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR
LOPINAVIR + RITONAVIR;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
LOPINAVIR + RITONAVIR;ANTIVIROTICOS (INIBE REPLICACAO VIROTICA)
LOPRESSOR;BETABLOQUEADORES SIMPLES
LOPROX;ANTIMICOTICOS PARA USO TOPICO
LORADINE;ANTI-HISTAMINICOS SISTEMICOS
LORADINE D;ANTI-HISTAMINICOS SISTEMICOS
LORASLIV;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA + SULFATO DE PSEUDOEFEDRINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA + SULFATO DE PSEUDOEFEDRINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA + SULFATO DE PSEUDOEFEDRINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA + SULFATO DE PSEUDOEFEDRINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA + SULFATO DE PSEUDOEFEDRINA;ANTI-HISTAMINICOS SISTEMICOS
LORATADINA + SULFATO DE PSEUDOEFEDRINA;ANTI-HISTAMINICOS SISTEMICOS
LORATAMED;ANTI-HISTAMINICOS SISTEMICOS
LORATAMED;
LORATAMED D;ANTI-HISTAMINICOS SISTEMICOS
LORAX;ANSIOLITICOS SIMPLES
LORAZEPAM;ANSIOLITICOS SIMPLES
LORAZEPAM;ANSIOLITICOS SIMPLES
LORAZEPAM;ANSIOLITICOS SIMPLES
LORAZEPAM;ANSIOLITICOS SIMPLES
LORAZEPAM;ANSIOLITICOS SIMPLES
LORAZEPAM (PORT.344/98, LISTA B1);ANSIOLITICOS SIMPLES
LORBRENA;AGENTES ANTINEOPL�SICOS
LORDOZY;ANTINFLAMATORIOS ANTIREUMATICOS
LOREDON;ANTIDEPRESSIVOS
LORITIL;ANTI-HISTAMINICOS SISTEMICOS
LORNOX;ANTINFLAMATORIOS
LORSACOR;ANTI-HIPERTENSIVOS
LORSAR-HCT;ANTI-HIPERTENSIVOS
LOSACORON;ANTI-HIPERTENSIVOS
LOSARTANA POTASSICA;ANTI-HIPERTENSIVOS
LOSARTANA POTASSICA;ANTI-HIPERTENSIVOS
LOSARTANA POTASSICA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS SIMPLES
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS SIMPLES
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS SIMPLES
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS SIMPLES
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS SIMPLES
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS SIMPLES
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS SIMPLES
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS SIMPLES
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS SIMPLES
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS SIMPLES
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS SIMPLES
LOSARTANA POT�SSICA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
LOSARTANA POT�SSICA + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
LOSARTANA POT�SSICA + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
LOSARTANA POT�SSICA + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
LOSARTANA POTASSICA+HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA+HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA+HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
LOSARTANA POT�SSICA+HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
LOSEC;ANTIULCEROSOS
LOTANOL;ANTI-HIPERTENSIVOS SIMPLES
LOTANOL HCT;ANTI-HIPERTENSIVOS
LOTAR;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
LOTEPROL;ANTINFLAMATORIOS
LOVELLE;ANTICONCEPCIONAIS
LOWE;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO
LOXAM;ANTINFLAMATORIOS ANTIREUMATICOS
LOXONIN;ANTINFLAMATORIOS
LOXONIN FLEX;ANTINFLAMATORIOS
LOZAN;ANTIMICOTICO
LOZEPREL;ANTIULCEROSOS
LQFEX - �CIDO ACETILSALIC�LICO;ANALGESICOS
LQFEX - AMOXICILINA;ANTIBIOTICOS SISTEMICOS SIMPLES
LQFEX - CLOROQUINA;ANTIMALARICOS
LQFEX - DEXAMETASONA;HORMONIOS CORTICOSTEROIDES
LQFEX - DIPIRONA;ANALGESICOS
LQFEX - MEFLOQUINA;ANTIMALARICOS
LQFEX - SULFATO DE NEOMICINA + BACITRACINA ZINCICA;ANTIBACTERIANO TOPICO
LQFEX - SULFATO DE QUININA;OUTROS ANTIPARASITARIOS PARA AFECCOES INTERNAS
LQFEX MICONAZOL;ANTIMICOTICOS PARA USO TOPICO
LUCENTIS;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL
LUFTAFEM;ANALGESICOS NAO NARCOTICOS
LUFTAGASTROPRO;ANTIACIDO
LUFTAL;ADSORVENTES E ANTIFISETICOS INTESTINAIS SIMPLES
LUGANO;ANTIASMATICOS
LUMIDERM;DESMELANIZANTES
LUMIGAN;ANTIGLAUCOMATOSOS
LUMIGEST;PROGESTAGENOS SIMPLES
LUMIRARTE;ANTILIPEMICOS
LUMOXITI;OUTROS ANTINEOPLASICOS
LUNAH;EMOLIENTES E PROTETORES OFTALMICOS
LUNE;HIPNOTICOS
LUNE SL;HIPNOTICOS
LUPAREN;ANTINFLAMATORIOS ANTIREUMATICOS
LUPEGERON;VASODILATADORES CEREBRAIS
LUPRON;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
LUREND;PROGESTAGENOS SIMPLES
LUTAB;DERIVADOS DO INDOL
LUTENIL;PROGESTAGENOS SIMPLES
LUTICS;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
LUTICS;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO
LUVERIS;HORMONIO GONADOTROFICO
LUVOX;ANTIDEPRESSIVOS
LUXTURNA;OUTROS OFTALMOL�GICOS
LUZATI;ANTIDEPRESSIVOS
LYCERAH;ANTICONVULSIVANTES
LYDIAN;ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS
LYLLAS;ANTICONCEPCIONAIS
LYMPHOMYOSOT;MEDICAMENTOS DINAMIZADOS COMPOSTOS
LYNC;VASODILATADORES
LYNOZ;ANTIBIOTICOS SISTEMICOS SIMPLES
LYNPARZA;OUTROS AGENTES ANTINEOPL�SICOS
LYNPARZA COMPRIMIDOS;OUTROS AGENTES ANTINEOPL�SICOS
LYRABAX;ANTICONVULSIVANTES
LYRICA;ANTICONVULSIVANTES
LYSTATE;MODULADORES DO METABOLISMO E DA DIGESTAO
LYSUGI;ANTICONVULSIVANTES
LYUMJEV;ANTIDIABETICOS
LYXUMIA;ANTIDIABETICOS
LYZAPIL;ANTIPSICOTICOS
MABTHERA;ANTINEOPLASICO
MACRODANTINA;NITROFURANICOS
MAFUSA;ANTIVIROTICOS
MAGNAZIA;ANTIACIDO
MAGNEN B6;VITAMINAS E SUPLEMENTOS MINERAIS
MAGNESIA BISURADA;ANTIACIDO
MAGNEVISTAN;CONTRASTES RADIOLOGICOS
MAGNOPYROL;ANALGESICOS NAO NARCOTICOS
MAGNOSTASE;ANTIDIARREICOS SIMPLES SEM ACAO ANTIMICROBIANA
MAGNOSTON;ELETROLITOS SIMPLES
MAISOL;ANALOGO SINTETICO DA VITAMINA D
MAISOL;ANALOGO SINTETICO DA VITAMINA D
MAIZHER;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
MALAIR;ANTIMALARICOS
MALEATO DE DEXCLOFERNIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIARAMINA + SULFATO DE PSEUDOEFEDRINA + GUAIFENESINA;EXPECTORANTES BALSAMICOS E MUCOLITICO
MALEATO DE DEXCLORFENIRAMINA;ANTIALERGICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTIALERGICOS TOPICOS
MALEATO DE DEXCLORFENIRAMINA;ANTIALERGICOS
MALEATO DE DEXCLORFENIRAMINA;ANTIALERGICOS
MALEATO DE DEXCLORFENIRAMINA;ANTIALERGICOS TOPICOS
MALEATO DE DEXCLORFENIRAMINA;ANTIALERGICOS TOPICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTIALERGICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTIALERGICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTIALERGICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTIALERGICOS
MALEATO DE DEXCLORFENIRAMINA;ANTIALERGICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE DEXCLORFENIRAMINA + BETAMETASONA;ANTI-HISTAMINICOS SISTEMICOS
MALEATO DE ENALAPRIL;INIBIDORES DA ENZIMA CONVERSORA DA ANGIOTENSINA, MONODROGA
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS SIMPLES
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS SIMPLES
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS SIMPLES
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS SIMPLES
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS SIMPLES
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS SIMPLES
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS SIMPLES
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS SIMPLES
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS SIMPLES
MALEATO DE ENALAPRIL;ANTI-HIPERTENSIVOS SIMPLES
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MALEATO DE FLUVOXAMINA;ANTIDEPRESSIVOS
MALEATO DE LEVOMEPROMAZINA;NEUROLEPTICOS
MALEATO DE MIDAZOLAM;HIPNOTICOS
MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
MALEATO DE TIMOLOL;ANTIGLAUCOMATOSOS
MALEATO DE TRIMEBUTINA;ANTIESPASMODICOS
MALEATO DE TRIMEBUTINA;ANTIESPASMODICOS
MALEATO DE TRIMEBUTINA;ANTIESPASMODICOS
MALEATO DE TRIMEBUTINA;ANTIESPASMODICOS
MALEATO DE TRIMEBUTINA;ANTIESPASMODICOS
MALEATO DE TRIMEBUTINA;ANTIESPASMODICOS
MALENA HCT;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MALENA HCT;ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS
MAL�;ANTICONCEPCIONAIS
MALVATRICIN;DEMULCENTES E OUTROS MEDS. USO ORAL P/ TRATAM. OROFARINGE
MALVONA;DEMULCENTES E OUTROS MEDS. USO ORAL P/ TRATAM. OROFARINGE
MAMADES;ANTICONCEPCIONAIS
MANIPAL;ANTI-HIPERTENSIVOS SIMPLES
MANITOL A 20 % BASA;DIURETICOS
MANITOL BAXTER;DIURETICOS OSMOTICO
MANITOL BEKER;DIURETICOS
MANITOL FARMACE;DIURETICOS
MANITOL 20%;DIURETICOS SIMPLES
MANITOL 20%;DIURETICOS SIMPLES
MANITOL 20%;DIURETICOS SIMPLES
MANITOL 3%;PRODUTOS PARA VIAS URINARIAS
MANIVASC;ANTI-HIPERTENSIVOS SIMPLES
MANTIDAN;ANTIPARKINSONIANOS
MARACUGINA PI;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES
MARACUGINA PI (PASSIFLORA INCARNATA L);ANSIOLITICOS SIMPLES
MARACUGINA PI (PASSIFLORA INCARNATA L.);ANSIOLITICOS SIMPLES
MARACUJA CONCENTRIX;ANSIOLITICOS-ASSOCIACOES MEDICAMENTOSAS
MARACUJ� HERBARIUM;ANSIOLITICOS SIMPLES
MARAVILHA CURATIVA DO DR. HUMPHERYS;ANTINFLAMATORIOS + FITOTERAPICO SIMPLES
MARESIS 2%;DESCONGESTIONANTES NASAIS TOPICOS
MAREVAN;ANTICOAGULANTES
MARFARIN;ANTICOAGULANTES
MASFEROL;ANTIANEMICOS A BASE DE FERRO - ASSOCIACOES MEDICAMENTOSAS
MASSAGEOL;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO
MATER FOLIC;ANTIANEMICOS
MATERSUPRE;POLIVITAMINICOS + SAIS MINERAIS
MATIZ;ANTINEOPLASICO
MATURE;VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS
MAVENCLAD;AGENTE IMUNOSUPRESSOR
MAVIRET;ANTIVIROTICOS
MAXALGINA;ANALGESICOS
MAXALT;ANALGESICOS CONTRA ENXAQUECA
MAXAPRAN;ANTIDEPRESSIVOS
MAXIBELL;DESCONGESTIONATES OFTALMICOS
MAXIDEX;GLICOCORTICOIDES TOPICO OFTALMOLOGICO SIMPLES
MAXIDRATE;DESCONGESTIONANTES NASAIS TOPICOS
MAXIFLOX;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO
MAXIFLOX D;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO
MAXILERG;MEDICAMENTOS COM ACAO NO APARELHO VISUAL
MAXINOM;ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO
MAXITROL;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
MAXIVIEW;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
MAXSULID;ANTINFLAMATORIOS
MAXSULID 100;ANTINFLAMATORIOS
MAYSA;ANTICONCEPCIONAIS
MEBENDAL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENDAZOL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENDAZOL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENDAZOL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENDAZOL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENDAZOL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENDAZOL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENDAZOL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENDAZOL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENDAZOL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENDAZOL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENDAZOL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENDAZOL + TIABENDAZOL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENIX;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MEBENIX;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MECICLIN;CLASSE DAS TETRACICLINAS
MECLIN;ANTIEMETICOS E ANTINAUSEANTES
MEDALG�SICO;ANALGESICOS NAO NARCOTICOS
MEDALG�SICO;ANALGESICOS NAO NARCOTICOS
MEDALG�SICO;ANALGESICOS NAO NARCOTICOS
MEDANTIACID;ANTIACIDOS E ANTIULCEROSOS SIMPLES
MEDATO;PSICOANAL�PTICOS
MEDFERIDAS;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
MEDICA�NA;ANESTESICOS LOCAIS
MEDITIVOX;HIPNOTICOS
MEDMULHER;ANALGESICOS NAO NARCOTICOS
MEDROXIPREV;PROGESTAGENOS SIMPLES
MEDTOM;ANTIANEMICOS
MEDTRIM;TRIMETOPRIMA EM ASSOCIACAO COM SULFAS
MEDVITD3;VITAMINA D E AN�LOGOS
MEDVITD3;VITAMINA D E AN�LOGOS
MEFEX;ANTINFECCIOSOS
MEFLAGIN;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS
MEFLEXIL;ANTIMALARICOS
MEFLOQUINA;ANTIMALARICOS
MEGOC;ANTIDEPRESSIVOS
MEGTOSS;EXPECTORANTES + FITOTERAPICO SIMPLES
MEGY;ANTICONCEPCIONAIS
MEKINIST;AGENTES ANTINEOPL�SICOS
MELAGRI�O;EXPECTORANTES + FITOTERAPICO COMPOSTO
MELHORAL;ANALGESICOS NAO NARCOTICOS
MELIDRONATO;SUPRESSORES DA REABSORCAO OSSEA
MELIK;ANTICONCEPCIONAIS
MELISSA IFAL;ANSIOL�TICOS + ANTIESPASMODICOS + FITOTERAPICO SIMPLES
MELISSA LEGRAND;FITOTERAPICO SIMPLES
MELLERIL;NEUROLEPTICOS
MELOCOX;ANTINFLAMATORIOS
MELOCOX;ANTINFLAMATORIOS
MELOTEC;ANTINFLAMATORIOS
MELOVAC;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS ANTIREUMATICOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXICAM;ANTINFLAMATORIOS
MELOXIGRAN;ANTINFLAMATORIOS
MELUREN;PROGESTAGENOS SIMPLES
MELVULON;ANTICONCEPCIONAIS
MELXI;EXPECTORANTES SIMPLES
MEMORALL;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
MEMYXA;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO
MENACTRA;VACINAS
MENAKA;MEDICAMENTOS AFETANDO A ESTRUTURA �SSEA E MINERALIZA��O
MENBEL;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL
MENELAT;ANTIDEPRESSIVOS
